sample_id,cohort,source_stem,parent_group_id,tile_index_zyx,split,image_path,mask_path,swc_path,image_size_bytes,mask_size_bytes,swc_size_bytes,eligible,skip_reason,optional_auxiliary_notes
raw-analysis__fMOST_1_3_9_0_0_7_0001_00_01,raw-analysis,fMOST_1_3_9_0_0_7_0001_00_01,fMOST_1_3_9_0_0_7,"(1, 0, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0001_00_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0001_00_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0001_00_01.swc,2569396,1240193,258511,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0001_00_02,raw-analysis,fMOST_1_3_9_0_0_7_0001_00_02,fMOST_1_3_9_0_0_7,"(1, 0, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0001_00_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0001_00_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0001_00_02.swc,2392959,1103253,200864,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0001_01_00,raw-analysis,fMOST_1_3_9_0_0_7_0001_01_00,fMOST_1_3_9_0_0_7,"(1, 1, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0001_01_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0001_01_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0001_01_00.swc,2649493,1050440,247198,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0001_01_01,raw-analysis,fMOST_1_3_9_0_0_7_0001_01_01,fMOST_1_3_9_0_0_7,"(1, 1, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0001_01_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0001_01_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0001_01_01.swc,2696917,1181822,309433,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0001_01_02,raw-analysis,fMOST_1_3_9_0_0_7_0001_01_02,fMOST_1_3_9_0_0_7,"(1, 1, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0001_01_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0001_01_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0001_01_02.swc,2520415,1349366,233409,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0001_02_00,raw-analysis,fMOST_1_3_9_0_0_7_0001_02_00,fMOST_1_3_9_0_0_7,"(1, 2, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0001_02_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0001_02_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0001_02_00.swc,2383960,1121191,183990,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0001_02_01,raw-analysis,fMOST_1_3_9_0_0_7_0001_02_01,fMOST_1_3_9_0_0_7,"(1, 2, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0001_02_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0001_02_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0001_02_01.swc,2858988,1260593,245030,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0001_02_02,raw-analysis,fMOST_1_3_9_0_0_7_0001_02_02,fMOST_1_3_9_0_0_7,"(1, 2, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0001_02_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0001_02_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0001_02_02.swc,2443646,903570,250618,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0002_00_00,raw-analysis,fMOST_1_3_9_0_0_7_0002_00_00,fMOST_1_3_9_0_0_7,"(2, 0, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0002_00_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0002_00_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0002_00_00.swc,2962585,1603196,297276,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0002_00_01,raw-analysis,fMOST_1_3_9_0_0_7_0002_00_01,fMOST_1_3_9_0_0_7,"(2, 0, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0002_00_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0002_00_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0002_00_01.swc,2734721,1259950,266081,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0002_00_02,raw-analysis,fMOST_1_3_9_0_0_7_0002_00_02,fMOST_1_3_9_0_0_7,"(2, 0, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0002_00_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0002_00_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0002_00_02.swc,2556427,1392884,217834,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0002_01_00,raw-analysis,fMOST_1_3_9_0_0_7_0002_01_00,fMOST_1_3_9_0_0_7,"(2, 1, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0002_01_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0002_01_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0002_01_00.swc,2623215,1376460,214349,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0002_01_01,raw-analysis,fMOST_1_3_9_0_0_7_0002_01_01,fMOST_1_3_9_0_0_7,"(2, 1, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0002_01_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0002_01_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0002_01_01.swc,2753537,1188387,284329,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0002_01_02,raw-analysis,fMOST_1_3_9_0_0_7_0002_01_02,fMOST_1_3_9_0_0_7,"(2, 1, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0002_01_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0002_01_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0002_01_02.swc,2535909,1264465,265131,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0002_02_00,raw-analysis,fMOST_1_3_9_0_0_7_0002_02_00,fMOST_1_3_9_0_0_7,"(2, 2, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0002_02_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0002_02_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0002_02_00.swc,2477574,1389810,193136,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0002_02_01,raw-analysis,fMOST_1_3_9_0_0_7_0002_02_01,fMOST_1_3_9_0_0_7,"(2, 2, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0002_02_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0002_02_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0002_02_01.swc,2851105,1294092,250456,True,,[]
raw-analysis__fMOST_1_3_9_0_0_7_0002_02_02,raw-analysis,fMOST_1_3_9_0_0_7_0002_02_02,fMOST_1_3_9_0_0_7,"(2, 2, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_3_9_0_0_7_0002_02_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_3_9_0_0_7_0002_02_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_3_9_0_0_7_0002_02_02.swc,2792793,1146555,248266,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0000_00_00,raw-analysis,fMOST_1_7_6_0_0_4_0000_00_00,fMOST_1_7_6_0_0_4,"(0, 0, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0000_00_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0000_00_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0000_00_00.swc,2148293,782869,245476,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0000_00_01,raw-analysis,fMOST_1_7_6_0_0_4_0000_00_01,fMOST_1_7_6_0_0_4,"(0, 0, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0000_00_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0000_00_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0000_00_01.swc,2523311,1096057,278793,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0000_00_02,raw-analysis,fMOST_1_7_6_0_0_4_0000_00_02,fMOST_1_7_6_0_0_4,"(0, 0, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0000_00_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0000_00_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0000_00_02.swc,2644305,1213172,315149,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0000_01_00,raw-analysis,fMOST_1_7_6_0_0_4_0000_01_00,fMOST_1_7_6_0_0_4,"(0, 1, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0000_01_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0000_01_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0000_01_00.swc,2205200,995290,196818,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0000_01_01,raw-analysis,fMOST_1_7_6_0_0_4_0000_01_01,fMOST_1_7_6_0_0_4,"(0, 1, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0000_01_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0000_01_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0000_01_01.swc,2376876,1218147,216817,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0000_01_02,raw-analysis,fMOST_1_7_6_0_0_4_0000_01_02,fMOST_1_7_6_0_0_4,"(0, 1, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0000_01_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0000_01_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0000_01_02.swc,2449313,1237616,208278,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0000_02_00,raw-analysis,fMOST_1_7_6_0_0_4_0000_02_00,fMOST_1_7_6_0_0_4,"(0, 2, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0000_02_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0000_02_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0000_02_00.swc,2401303,1363668,186444,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0000_02_01,raw-analysis,fMOST_1_7_6_0_0_4_0000_02_01,fMOST_1_7_6_0_0_4,"(0, 2, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0000_02_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0000_02_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0000_02_01.swc,2470258,1419896,228633,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0000_02_02,raw-analysis,fMOST_1_7_6_0_0_4_0000_02_02,fMOST_1_7_6_0_0_4,"(0, 2, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0000_02_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0000_02_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0000_02_02.swc,2451646,1197508,203689,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0001_00_00,raw-analysis,fMOST_1_7_6_0_0_4_0001_00_00,fMOST_1_7_6_0_0_4,"(1, 0, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0001_00_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0001_00_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0001_00_00.swc,2558798,1127754,257212,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0001_00_01,raw-analysis,fMOST_1_7_6_0_0_4_0001_00_01,fMOST_1_7_6_0_0_4,"(1, 0, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0001_00_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0001_00_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0001_00_01.swc,2668228,1235460,252525,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0001_00_02,raw-analysis,fMOST_1_7_6_0_0_4_0001_00_02,fMOST_1_7_6_0_0_4,"(1, 0, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0001_00_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0001_00_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0001_00_02.swc,2596911,1122112,260127,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0001_01_00,raw-analysis,fMOST_1_7_6_0_0_4_0001_01_00,fMOST_1_7_6_0_0_4,"(1, 1, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0001_01_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0001_01_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0001_01_00.swc,2498360,1368417,210645,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0001_01_01,raw-analysis,fMOST_1_7_6_0_0_4_0001_01_01,fMOST_1_7_6_0_0_4,"(1, 1, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0001_01_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0001_01_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0001_01_01.swc,2451947,1042874,207273,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0001_01_02,raw-analysis,fMOST_1_7_6_0_0_4_0001_01_02,fMOST_1_7_6_0_0_4,"(1, 1, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0001_01_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0001_01_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0001_01_02.swc,2476412,1072823,223696,True,,[]
